,timestamp,date,day number,weekends,activity number,activity count
536,1444701600,10/13/2015 8:00,13,1,2,42
537,1444705200,10/13/2015 9:00,13,1,2,4
538,1444708800,10/13/2015 10:00,13,1,2,0
539,1444712400,10/13/2015 11:00,13,1,2,0
540,1444716000,10/13/2015 12:00,13,1,2,1
541,1444719600,10/13/2015 13:00,13,1,2,0
542,1444723200,10/13/2015 14:00,13,1,2,0
543,1444726800,10/13/2015 15:00,13,1,2,0
544,1444730400,10/13/2015 16:00,13,1,2,0
545,1444734000,10/13/2015 17:00,13,1,2,0
546,1444737600,10/13/2015 18:00,13,1,2,0
547,1444741200,10/13/2015 19:00,13,1,2,0
548,1444744800,10/13/2015 20:00,13,1,2,0
549,1444748400,10/13/2015 21:00,13,1,2,0
550,1444752000,10/13/2015 22:00,13,1,2,0
551,1444755600,10/13/2015 23:00,13,1,2,0
552,1444672800,10/13/2015 0:00,13,1,3,0
553,1444676400,10/13/2015 1:00,13,1,3,0
554,1444680000,10/13/2015 2:00,13,1,3,0
555,1444683600,10/13/2015 3:00,13,1,3,0
556,1444687200,10/13/2015 4:00,13,1,3,0
557,1444690800,10/13/2015 5:00,13,1,3,0
558,1444694400,10/13/2015 6:00,13,1,3,0
559,1444698000,10/13/2015 7:00,13,1,3,0
560,1444701600,10/13/2015 8:00,13,1,3,0
561,1444705200,10/13/2015 9:00,13,1,3,0
562,1444708800,10/13/2015 10:00,13,1,3,0
563,1444712400,10/13/2015 11:00,13,1,3,0
564,1444716000,10/13/2015 12:00,13,1,3,0
565,1444719600,10/13/2015 13:00,13,1,3,0
566,1444723200,10/13/2015 14:00,13,1,3,0
567,1444726800,10/13/2015 15:00,13,1,3,0
568,1444730400,10/13/2015 16:00,13,1,3,0
569,1444734000,10/13/2015 17:00,13,1,3,0
570,1444737600,10/13/2015 18:00,13,1,3,0
571,1444741200,10/13/2015 19:00,13,1,3,0
572,1444744800,10/13/2015 20:00,13,1,3,0
573,1444748400,10/13/2015 21:00,13,1,3,0
574,1444752000,10/13/2015 22:00,13,1,3,0
575,1444755600,10/13/2015 23:00,13,1,3,0
